,human_genes,mouse_genes,mouse_read,mouse_inhuman,chick_genes,chick_read,chick_inhuman,mouse_CAPSON,macaque_genes,macaque_inchick,macaque_inhuman,macaque_inmouse
6689,NINJ1,Ninj1,True,True,NINJ1,True,True,NINJ1,NINJ1,,,
6690,NINJ2,Ninj2,True,True,NINJ2,True,True,NINJ2,NINJ2,,,
6692,NIPA1,Nipa1,True,True,NIPA1,True,True,NIPA1,NIPA1,,,
6693,NIPA2,Nipa2,True,True,NIPA2,True,True,NIPA2,NIPA2,,,
6694,NIPAL1,Nipal1,True,True,NIPAL1,True,True,NIPAL1,NIPAL1,,,
6696,NIPAL4,Nipal4,True,True,NIPAL4,True,True,NIPAL4,NIPAL4,,,
6697,NIPSNAP1,Nipsnap1,True,True,NIPSNAP1,True,True,NIPSNAP1,NIPSNAP1,,,
6700,NIT1,Nit1,True,True,NIT1,True,True,NIT1,NIT1,,,
6702,NKAIN2,Nkain2,True,True,NKAIN2,True,True,NKAIN2,NKAIN2,,,
6704,NKAIN4,Nkain4,True,True,NKAIN4,True,True,NKAIN4,NKAIN4,,,
6706,NKD1,Nkd1,True,True,NKD1,True,True,NKD1,NKD1,,,
6707,NKIRAS1,Nkiras1,True,True,NKIRAS1,True,True,NKIRAS1,NKIRAS1,,,
6709,NKRF,Nkrf,True,True,NKRF,True,True,NKRF,NKRF,,,
6710,NKTR,Nktr,True,True,NKTR,True,True,NKTR,NKTR,,,
6711,NKX1-1,Nkx1-1,True,True,NKX1-1,True,True,NKX1-1,NKX1-1,,,
6712,NKX1-2,Nkx1-2,True,True,NKX1-2,True,True,NKX1-2,NKX1-2,,,
6713,NKX2-2,Nkx2-2,True,True,NKX2-2,True,True,NKX2-2,NKX2-2,,,
6714,NKX2-3,Nkx2-3,True,True,NKX2-3,True,True,NKX2-3,NKX2-3,,,
6715,NKX2-4,Nkx2-4,True,True,NKX2-4,True,True,NKX2-4,NKX2-4,,,
6716,NKX2-5,Nkx2-5,True,True,NKX2-5,True,True,NKX2-5,NKX2-5,,,
6717,NKX2-6,Nkx2-6,True,True,NKX2-6,False,True,NKX2-6,NKX2-6,,,
6718,NKX2-8,Nkx2-9,True,True,NKX2-8,True,True,NKX2-9,NKX2-8,,,
6719,NKX3-2,Nkx3-2,True,True,NKX3-2,False,True,NKX3-2,NKX3-2,,,
6720,NKX6-1,Nkx6-1,True,True,NKX6-1,True,True,NKX6-1,NKX6-1,,,
6721,NKX6-2,Nkx6-2,True,True,NKX6-2,True,True,NKX6-2,NKX6-2,,,
6722,NKX6-3,Nkx6-3,True,True,NKX6-3,True,True,NKX6-3,NKX6-3,,,
6723,NLE1,Nle1,True,True,NLE1,True,True,NLE1,NLE1,,,
6724,NLGN1,Nlgn1,True,True,NLGN1,True,True,NLGN1,NLGN1,,,
6725,NLGN2,Nlgn2,True,True,NLGN2,True,True,NLGN2,NLGN2,,,
6726,NLGN3,Nlgn3,True,True,NLGN3,True,True,NLGN3,NLGN3,,,
6728,NLN,Nln,True,True,NLN,True,True,NLN,NLN,,,
6729,NLRC3,Nlrc3,True,True,NLRC3,True,True,NLRC3,NLRC3,,,
6730,NLRC5,Nlrc5,True,True,NLRC5,True,True,NLRC5,NLRC5,,,
6731,NLRP10,Nlrp10,True,True,NLRP3,True,True,NLRP10,NLRP10,,,
6732,NLRX1,Nlrx1,True,True,NLRX1,True,True,NLRX1,NLRX1,,,
6733,NMB,Nmb,True,True,NMB,False,True,NMB,NMB,,,
6734,NMBR,Nmbr,True,True,NMBR,True,True,NMBR,NMBR,,,
6737,NME4,Nme4,True,True,NME4,True,True,NME4,NME4,,,
6739,NME6,Nme6,True,True,NME6,True,True,NME6,NME6,,,
6742,NMI,Nmi,True,True,NMI,True,True,NMI,NMI,,,
6743,NMNAT1,Nmnat1,True,True,NMNAT1,True,True,NMNAT1,NMNAT1,,,
6744,NMNAT2,Nmnat2,True,True,NMNAT2,True,True,NMNAT2,NMNAT2,,,
6745,NMNAT3,Nmnat3,True,True,NMNAT3,True,True,NMNAT3,NMNAT3,,,
6746,NMRAL1,Nmral1,True,True,NMRAL1,True,True,NMRAL1,NMRAL1,,,
6747,NMRK1,Nmrk1,True,True,NMRK1,True,True,NMRK1,NMRK1,,,
6748,NMRK2,Nmrk2,True,True,NMRK2,True,True,NMRK2,NMRK2,,,
6749,NMS,Nms,True,True,NMS,True,True,NMS,NMS,,,
6750,NMT1,Nmt1,True,True,NMT1,True,True,NMT1,NMT1,,,
6751,NMT2,Nmt2,True,True,NMT2,True,True,NMT2,NMT2,,,
6753,NMUR1,Nmur1,True,True,NMUR1,True,True,NMUR1,NMUR1,,,
6754,NMUR2,Nmur2,True,True,NMUR2,True,True,NMUR2,NMUR2,,,
6755,NNT,Nnt,True,True,NNT,True,True,NNT,NNT,,,
6757,NOB1,Nob1,True,True,NOB1,True,True,NOB1,NOB1,,,
6758,NOC2L,Noc2l,True,True,NOC2L,True,True,NOC2L,NOC2L,,,
6759,NOC3L,Noc3l,True,True,NOC3L,True,True,NOC3L,NOC3L,,,
6760,NOC4L,Noc4l,True,True,NOC4L,True,True,NOC4L,NOC4L,,,
6762,NOD1,Nod1,True,True,NOD1,True,True,NOD1,NOD1,,,
6763,NOG,Nog,True,True,NOG,True,True,NOG,NOG,,,
6764,NOL10,Nol10,True,True,NOL10,True,True,NOL10,NOL10,,,
6768,NOL6,Nol6,True,True,NOL6,True,True,NOL6,NOL6,,,
6769,NOL7,Nol7,True,True,NOL7,True,True,NOL7,NOL7,,,
6770,NOL8,Nol8,True,True,NOL8,True,True,NOL8,NOL8,,,
6771,NOL9,Nol9,True,True,NOL9,True,True,NOL9,NOL9,,,
6773,NOM1,Nom1,True,True,NOM1,True,True,NOM1,NOM1,,,
6775,NOP14,Nop14,True,True,NOP14,True,True,NOP14,NOP14,,,
6777,NOP56,Nop56,True,True,NOP56,True,True,NOP56,NOP56,,,
6778,NOP58,Nop58,True,True,NOP58,True,True,NOP58,NOP58,,,
6779,NOS1,Nos1,True,True,NOS1,True,True,NOS1,NOS1,,,
6780,NOS1AP,Nos1ap,True,True,NOS1AP,False,True,NOS1AP,NOS1AP,,,
6781,NOS2,Nos2,True,True,NOS2,True,True,NOS2,NOS2,,,
6782,NOS3,Nos3,True,True,NOS3,True,True,NOS3,NOS3,,,
6783,NOTCH1,Notch1,True,True,NOTCH1,True,True,NOTCH1,NOTCH1,,,
6785,NOTO,Noto,True,True,NOTO,True,True,NOTO,NOTO,,,
6787,NOTUM,Notum,True,True,NOTUM,True,True,NOTUM,NOTUM,,,
6788,NOVA1,Nova1,True,True,NOVA1,True,True,NOVA1,NOVA1,,,
6789,NOX1,Nox1,True,True,NOX1,True,True,NOX1,NOX1,,,
6790,NOX3,Nox3,True,True,NOX3,True,True,NOX3,NOX3,,,
6791,NOX4,Nox4,True,True,NOX4,True,True,NOX4,NOX4,,,
6792,NOXA1,Noxa1,True,True,NOXA1,True,True,NOXA1,NOXA1,,,
6793,NOXO1,Noxo1,True,True,NOXO1,True,True,NOXO1,NOXO1,,,
6795,NPAS3,Npas3,True,True,NPAS3,True,True,NPAS3,NPAS3,,,
6796,NPBWR1,Npbwr1,True,True,NPBWR1,True,True,NPBWR1,NPBWR1,,,
6797,NPC1,Npc1,True,True,NPC1,True,True,NPC1,NPC1,,,
6799,NPEPL1,Npepl1,True,True,NPEPL1,True,True,NPEPL1,NPEPL1,,,
6800,NPEPPS,Npepps,True,True,NPEPPS,True,True,NPEPPS,NPEPPS,,,
6801,NPFFR1,Npffr1,True,True,NPFFR1,True,True,NPFFR1,NPFFR1,,,
6802,NPFFR2,Npffr2,True,True,NPFFR2,True,True,NPFFR2,NPFFR2,,,
6803,NPHP1,Nphp1,True,True,NPHP1,True,True,NPHP1,NPHP1,,,
6805,NPHS2,Nphs2,True,True,NPHS2,True,True,NPHS2,NPHS2,,,
6806,NPL,Npl,True,True,NPL,True,True,NPL,NPL,,,
6807,NPLOC4,Nploc4,True,True,NPLOC4,True,True,NPLOC4,NPLOC4,,,
6808,NPM1,Npm1,True,True,NPM1,False,True,NPM1,NPM1,,,
6809,NPM2,Npm2,True,True,NPM2,True,True,NPM2,NPM2,,,
6810,NPM3,Npm3,True,True,NPM3,True,True,NPM3,NPM3,,,
6811,NPNT,Npnt,True,True,NPNT,True,True,NPNT,NPNT,,,
6812,NPPB,Nppb,True,True,NPPA,True,True,NPPB,NPPA,,,
6813,NPPC,Nppc,True,True,NPPC,True,True,NPPC,NPPC,,,
6814,NPR2,Npr2,True,True,NPR2,True,True,NPR2,NPR2,,,
6815,NPR3,Npr3,True,True,NPR3,True,True,NPR3,NPR3,,,
6816,NPRL2,Nprl2,True,True,NPRL2,True,True,NPRL2,NPRL2,,,
6818,NPS,Nps,True,True,NPS,True,True,NPS,NPS,,,
6819,NPSR1,Npsr1,True,True,NPSR1,True,True,NPSR1,NPSR1,,,
6821,NPTX1,Nptx1,True,True,NPTX1,True,True,NPTX1,NPTX1,,,
6822,NPTX2,Nptx2,True,True,NPTX2,True,True,NPTX2,NPTX2,,,
6823,NPTXR,Nptxr,True,True,NPTXR,True,True,NPTXR,NPTXR,,,
6825,NPY,Npy,True,True,NPY,True,True,NPY,NPY,,,
6826,NPY2R,Npy2r,True,True,NPY2R,True,True,NPY2R,NPY2R,,,
6827,NPY5R,Npy5r,True,True,NPY5R,True,True,NPY5R,NPY5R,,,
6828,NQO1,Nqo1,True,True,NQO1,False,True,NQO1,NQO1,,,
6829,NQO2,Nqo2,True,True,NQO2,True,True,NQO2,NQO2,,,
6830,NR0B1,Nr0b1,True,True,NR0B1,True,True,NR0B1,NR0B1,,,
6831,NR0B2,Nr0b2,True,True,NR0B2,True,True,NR0B2,NR0B2,,,
6833,NR1D2,Nr1d2,True,True,NR1D2,True,True,NR1D2,NR1D2,,,
6834,NR1H3,Nr1h3,True,True,NR1H3,True,True,NR1H3,NR1H3,,,
6835,NR1H4,Nr1h4,True,True,NR1H4,True,True,NR1H4,NR1H4,,,
6836,NR1I3,Nr1i3,True,True,NR1I3,False,True,NR1I3,NR1I3,,,
6837,NR2C1,Nr2c1,True,True,NR2C1,True,True,NR2C1,NR2C1,,,
6838,NR2C2,Nr2c2,True,True,NR2C2,True,True,NR2C2,NR2C2,,,
6839,NR2C2AP,Nr2c2ap,True,True,NR2C2AP,True,True,NR2C2AP,NR2C2AP,,,
6840,NR2E1,Nr2e1,True,True,NR2E1,True,True,NR2E1,NR2E1,,,
6841,NR2E3,Nr2e3,True,True,NR2E3,False,True,NR2E3,NR2E3,,,
6842,NR2F1,Nr2f1,True,True,NR2F1,True,True,NR2F1,NR2F1,,,
6843,NR2F2,Nr2f2,True,True,NR2F2,True,True,NR2F2,NR2F2,,,
6844,NR2F6,Nr2f6,True,True,NR2F6,True,True,NR2F6,NR2F6,,,
6845,NR3C1,Nr3c1,True,True,NR3C1,True,True,NR3C1,NR3C1,,,
6846,NR3C2,Nr3c2,True,True,NR3C2,True,True,NR3C2,NR3C2,,,
6847,NR4A1,Nr4a1,True,True,NR4A1,True,True,NR4A1,NR4A1,,,
6848,NR4A2,Nr4a2,True,True,NR4A2,True,True,NR4A2,NR4A2,,,
6849,NR4A3,Nr4a3,True,True,NR4A3,True,True,NR4A3,NR4A3,,,
6850,NR5A1,Nr5a1,True,True,NR5A1,True,True,NR5A1,NR5A1,,,
6851,NR5A2,Nr5a2,True,True,NR5A2,True,True,NR5A2,NR5A2,,,
6852,NR6A1,Nr6a1,True,True,NR6A1,True,True,NR6A1,NR6A1,,,
6853,NRAP,Nrap,True,True,NRAP,True,True,NRAP,NRAP,,,
6855,NRAS,Nras,True,True,N-RAS,True,True,NRAS,NRAS,,,
6856,NRBF2,Nrbf2,True,True,NRBF2,True,True,NRBF2,NRBF2,,,
6858,NRBP2,Nrbp2,True,True,NRBP2,True,True,NRBP2,NRBP2,,,
6860,NRDC,Nrd1,True,True,NRDC,True,True,NRD1,NRD1,,,
6861,NRDE2,Nrde2,True,True,NRDE2,True,True,NRDE2,NRDE2,,,
6862,NREP,Nrep,True,True,NREP,True,True,NREP,NREP,,,
6863,NRF1,Nrf1,True,True,NRF1,True,True,NRF1,NRF1,,,
6864,NRG1,Nrg1,True,True,NRG1,True,True,NRG1,NRG1,,,
6865,NRG2,Nrg2,True,True,NRG2,True,True,NRG2,NRG2,,,
6866,NRG4,Nrg4,True,True,NRG4,True,True,NRG4,NRG4,,,
6867,NRGN,Nrgn,True,True,NRGN,True,True,NRGN,NRGN,,,
6868,NRIP1,Nrip1,True,True,NRIP1,True,True,NRIP1,NRIP1,,,
6869,NRIP3,Nrip3,True,True,NRIP3,True,True,NRIP3,NRIP3,,,
6870,NRK,Nrk,True,True,NRK,False,True,NRK,NRK,,,
6872,NRN1L,Nrn1l,True,True,NRN1L,True,True,NRN1L,NRN1L,,,
6873,NRP1,Nrp1,True,True,NRP1,True,True,NRP1,NRP1,,,
6874,NRP2,Nrp2,True,True,NRP2,True,True,NRP2,NRP2,,,
6875,NRROS,Nrros,True,True,NRROS,True,True,NRROS,NRROS,,,
6877,NRTN,Nrtn,True,True,NRTN,True,True,NRTN,NRTN,,,
6878,NRXN1,Nrxn1,True,True,NRXN1,True,True,NRXN1,NRXN1,,,
6879,NRXN3,Nrxn3,True,True,NRXN3,True,True,NRXN3,NRXN3,,,
6880,NSA2,Nsa2,True,True,NSA2,True,True,NSA2,NSA2,,,
6882,NSDHL,Nsdhl,True,True,NSDHL,True,True,NSDHL,NSDHL,,,
6885,NSG1,Nsg1,True,True,NSG1,True,True,NSG1,NSG1,,,
6887,NSL1,Nsl1,True,True,NSL1,True,True,NSL1,NSL1,,,
6888,NSMAF,Nsmaf,True,True,NSMAF,True,True,NSMAF,NSMAF,,,
6889,NSMCE1,Nsmce1,True,True,NSMCE1,True,True,NSMCE1,NSMCE1,,,
6890,NSMCE2,Nsmce2,True,True,NSMCE2,True,True,NSMCE2,NSMCE2,,,
6891,NSMF,Nsmf,True,True,NSMF,True,True,NSMF,NSMF,,,
6892,NSRP1,Nsrp1,True,True,NSRP1,True,True,NSRP1,NSRP1,,,
6893,NSUN2,Nsun2,True,True,NSUN2,True,True,NSUN2,NSUN2,,,
6894,NSUN3,Nsun3,True,True,NSUN3,True,True,NSUN3,NSUN3,,,
6895,NSUN4,Nsun4,True,True,NSUN4,True,True,NSUN4,NSUN4,,,
6899,NT5C1A,Nt5c1a,True,True,NT5C1A,True,True,NT5C1A,NT5C1A,,,
6902,NT5C3B,Nt5c3b,True,True,NT5C3B,True,True,NT5C3B,NT5C3B,,,
6903,NT5DC1,Nt5dc1,True,True,NT5DC1,True,True,NT5DC1,NT5DC1,,,
6904,NT5DC2,Nt5dc2,True,True,NT5DC2,True,True,NT5DC2,NT5DC2,,,
6905,NT5DC3,Nt5dc3,True,True,NT5DC3,True,True,NT5DC3,NT5DC3,,,
6906,NT5E,Nt5e,True,True,NT5E,True,True,NT5E,NT5E,,,
6907,NT5M,Nt5m,True,True,NT5M,True,True,NT5M,NT5M,,,
6908,NTAN1,Ntan1,True,True,NTAN1,True,True,NTAN1,NTAN1,,,
6909,NTF3,Ntf3,True,True,NTF3,True,True,NTF3,NTF3,,,
6910,NTHL1,Nthl1,True,True,NTHL1,True,True,NTHL1,NTHL1,,,
6912,NTMT1,Ntmt1,True,True,NTMT1,True,True,NTMT1,NTMT1,,,
6913,NTN1,Ntn1,True,True,NTN1,True,True,NTN1,NTN1,,,
6914,NTN3,Ntn3,True,True,NTN3,True,True,NTN3,NTN3,,,
6915,NTN4,Ntn4,True,True,NTN4,True,True,NTN4,NTN4,,,
6916,NTNG1,Ntng1,True,True,NTNG1,True,True,NTNG1,NTNG1,,,
6917,NTNG2,Ntng2,True,True,NTNG2,True,True,NTNG2,NTNG2,,,
6918,NTPCR,Ntpcr,True,True,NTPCR,True,True,NTPCR,NTPCR,,,
6919,NTRK1,Ntrk1,True,True,NTRK1,True,True,NTRK1,NTRK1,,,
6920,NTRK2,Ntrk2,True,True,NTRK2,True,True,NTRK2,NTRK2,,,
6921,NTRK3,Ntrk3,True,True,NTRK3,True,True,NTRK3,NTRK3,,,
6922,NTS,Nts,True,True,NTS,True,True,NTS,NTS,,,
6923,NTSR1,Ntsr1,True,True,NTSR1,True,True,NTSR1,NTSR1,,,
6924,NUAK1,Nuak1,True,True,NUAK1,True,True,NUAK1,NUAK1,,,
6925,NUAK2,Nuak2,True,True,NUAK2,True,True,NUAK2,NUAK2,,,
6926,NUB1,Nub1,True,True,NUB1,True,True,NUB1,NUB1,,,
6927,NUBP1,Nubp1,True,True,NUBP1,True,True,NUBP1,NUBP1,,,
6928,NUBP2,Nubp2,True,True,NUBP2,True,True,NUBP2,NUBP2,,,
6929,NUBPL,Nubpl,True,True,NUBPL,True,True,NUBPL,NUBPL,,,
6930,NUCB2,Nucb2,True,True,NUCB2,True,True,NUCB2,NUCB2,,,
6932,NUDC,Nudc,True,True,NUDC,True,True,NUDC,NUDC,,,
6935,NUDCD3,Nudcd3,True,True,NUDCD3,True,True,NUDCD3,NUDCD3,,,
6936,NUDT1,Nudt1,True,True,NUDT1,True,True,NUDT1,NUDT1,,,
6938,NUDT13,Nudt13,True,True,NUDT13,True,True,NUDT13,NUDT13,,,
6939,NUDT14,Nudt14,True,True,NUDT14,True,True,NUDT14,NUDT14,,,
6942,NUDT19,Nudt19,True,True,NUDT19,True,True,NUDT19,NUDT19,,,
6943,NUDT2,Nudt2,True,True,NUDT2,True,True,NUDT2,NUDT2,,,
6945,NUDT3,Nudt3,True,True,NUDT3,True,True,NUDT3,NUDT3,,,
6946,NUDT5,Nudt5,True,True,NUDT5,True,True,NUDT5,NUDT5,,,
6948,NUDT7,Nudt7,True,True,NUDT7,True,True,NUDT7,NUDT7,,,
6950,NUF2,Nuf2,True,True,NUF2,True,True,NUF2,NUF2,,,
6951,NUFIP1,Nufip1,True,True,NUFIP1,True,True,NUFIP1,NUFIP1,,,
6952,NUFIP2,Nufip2,True,True,NUFIP2,True,True,NUFIP2,NUFIP2,,,
6953,NUMA1,Numa1,True,True,NUMA1,True,True,NUMA1,NUMA1,,,
6956,NUP133,Nup133,True,True,NUP133,True,True,NUP133,NUP133,,,
6957,NUP153,Nup153,True,True,NUP153,True,True,NUP153,NUP153,,,
6959,NUP188,Nup188,True,True,NUP188,True,True,NUP188,NUP188,,,
6961,NUP210,Nup210,True,True,NUP210,True,True,NUP210,NUP210,,,
6963,NUP35,Nup35,True,True,NUP35,True,True,NUP35,NUP35,,,
6964,NUP37,Nup37,True,True,NUP37,True,True,NUP37,NUP37,,,
6965,NUP43,Nup43,True,True,NUP43,True,True,NUP43,NUP43,,,
6972,NUP98,Nup98,True,True,NUP98,True,True,NUP98,NUP98,,,
6973,NUS1,Nus1,True,True,NUS1,True,True,NUS1,NUS1,,,
6974,NUSAP1,Nusap1,True,True,NUSAP1,True,True,NUSAP1,NUSAP1,,,
6976,NVL,Nvl,True,True,NVL,True,True,NVL,NVL,,,
6978,NXNL1,Nxnl1,True,True,NXNL1,True,True,NXNL1,NXNL1,,,
6979,NXNL2,Nxnl2,True,True,NXNL2,True,True,NXNL2,NXNL2,,,
6980,NXPE3,Nxpe3,True,True,NXPE3,True,True,NXPE3,NXPE3,,,
6981,NXPH1,Nxph1,True,True,NXPH1,True,True,NXPH1,NXPH1,,,
6982,NXPH2,Nxph2,True,True,NXPH2,True,True,NXPH2,NXPH2,,,
6983,NXPH3,Nxph3,True,True,NXPH3,True,True,NXPH3,NXPH3,,,
6984,NXPH4,Nxph4,True,True,NXPH4,True,True,NXPH4,NXPH4,,,
6986,NYAP2,Nyap2,True,True,NYAP2,True,True,NYAP2,NYAP2,,,
6987,NYX,Nyx,True,True,NYX,True,True,NYX,NYX,,,
6989,OARD1,Oard1,True,True,OARD1,True,True,OARD1,OARD1,,,
6990,OASL,Oasl1,True,True,OASL,True,True,OASL1,OASL,,,
6991,OAT,Oat,True,True,OAT,True,True,OAT,OAT,,,
6994,OBSL1,Obsl1,True,True,OBSL1,True,True,OBSL1,OBSL1,,,
6995,OCA2,Oca2,True,True,OCA2,True,True,OCA2,OCA2,,,
6997,OCLN,Ocln,True,True,OCLN,False,True,OCLN,OCLN,,,
7000,ODF1,Odf1,True,True,ODF1,True,True,ODF1,ODF1,,,
7001,ODF2,Odf2,True,True,ODF2,True,True,ODF2,ODF2,,,
7004,OFD1,Ofd1,True,True,OFD1,True,True,OFD1,OFD1,,,
7005,OGA,Oga,True,True,MGEA5,True,True,OGA,MGEA5,,,
7006,OGDH,Ogdh,True,True,OGDH,True,True,OGDH,OGDH,,,
7007,OGDHL,Ogdhl,True,True,OGDHL,True,True,OGDHL,OGDHL,,,
7009,OGFOD2,Ogfod2,True,True,OGFOD2,True,True,OGFOD2,OGFOD2,,,
7010,OGFOD3,Ogfod3,True,True,OGFOD3,True,True,OGFOD3,OGFOD3,,,
7011,OGFR,Ogfr,True,True,OGFR,True,True,OGFR,OGFR,,,
7012,OGFRL1,Ogfrl1,True,True,OGFRL1,True,True,OGFRL1,OGFRL1,,,
7013,OGN,Ogn,True,True,OGN,True,True,OGN,OGN,,,
7015,OIP5,Oip5,True,True,OIP5,True,True,OIP5,OIP5,,,
7016,OIT3,Oit3,True,True,OIT3,True,True,OIT3,OIT3,,,
7020,OLFM2,Olfm2,True,True,OLFM2,True,True,OLFM2,OLFM2,,,
7022,OLFM4,Olfm4,True,True,OLFM4,True,True,OLFM4,OLFM4,,,
7023,OLFML1,Olfml1,True,True,OLFML1,True,True,OLFML1,OLFML1,,,
7024,OLFML2A,Olfml2a,True,True,OLFML2A,True,True,OLFML2A,OLFML2A,,,
7025,OLFML2B,Olfml2b,True,True,OLFML2B,True,True,OLFML2B,OLFML2B,,,
7027,OLIG2,Olig2,True,True,OLIG2,True,True,OLIG2,OLIG2,,,
7029,OMD,Omd,True,True,OMD,True,True,OMD,OMD,,,
7031,ONECUT1,Onecut1,True,True,ONECUT1,True,True,ONECUT1,ONECUT1,,,
7032,ONECUT2,Onecut2,True,True,ONECUT2,True,True,ONECUT2,ONECUT2,,,
7034,OPA1,Opa1,True,True,OPA1,True,True,OPA1,OPA1,,,
7035,OPA3,Opa3,True,True,OPA3,True,True,OPA3,OPA3,,,
7036,OPCML,Opcml,True,True,OPCML,True,True,OPCML,OPCML,,,
7037,OPHN1,Ophn1,True,True,OPHN1,True,True,OPHN1,OPHN1,,,
7038,OPN3,Opn3,True,True,OPN3,True,True,OPN3,OPN3,,,
7039,OPN4,Opn4,True,True,OPN4,True,True,OPN4,OPN4,,,
7040,OPN5,Opn5,True,True,OPN5,True,True,OPN5,OPN5,,,
7041,OPRD1,Oprd1,True,True,OPRD1,True,True,OPRD1,OPRD1,,,
7042,OPRK1,Oprk1,True,True,OPRK1,True,True,OPRK1,OPRK1,,,
7043,OPRL1,Oprl1,True,True,OPRL1,True,True,OPRL1,OPRL1,,,
7044,OPRM1,Oprm1,True,True,OPRM1,True,True,OPRM1,OPRM1,,,
7045,OPTC,Optc,True,True,OPTC,True,True,OPTC,OPTC,,,
7046,OPTN,Optn,True,True,OPTN,True,True,OPTN,OPTN,,,
7050,ORAI1,Orai1,True,True,ORAI1,True,True,ORAI1,ORAI1,,,
7051,ORAI2,Orai2,True,True,ORAI3,True,True,ORAI2,ORAI3,,,
7052,ORC1,Orc1,True,True,ORC1,True,True,ORC1,ORC1,,,
7054,ORC3,Orc3,True,True,ORC3,True,True,ORC3,ORC3,,,
7055,ORC4,Orc4,True,True,ORC4,True,True,ORC4,ORC4,,,
7057,ORC6,Orc6,True,True,ORC6,True,True,ORC6,ORC6,,,
7059,ORMDL2,Ormdl2,True,True,ORMDL2,False,True,ORMDL2,ORMDL2,,,
7060,OSBP,Osbp,True,True,OSBP,True,True,OSBP,OSBP,,,
7061,OSBP2,Osbp2,True,True,OSBP2,True,True,OSBP2,OSBP2,,,
7062,OSBPL10,Osbpl10,True,True,OSBPL10,True,True,OSBPL10,OSBPL10,,,
7063,OSBPL11,Osbpl11,True,True,OSBPL11,True,True,OSBPL11,OSBPL11,,,
7064,OSBPL1A,Osbpl1a,True,True,OSBPL1A,True,True,OSBPL1A,OSBPL1A,,,
7065,OSBPL2,Osbpl2,True,True,OSBPL2,True,True,OSBPL2,OSBPL2,,,
7066,OSBPL3,Osbpl3,True,True,OSBPL3,True,True,OSBPL3,OSBPL3,,,
7067,OSBPL5,Osbpl5,True,True,OSBPL5,True,True,OSBPL5,OSBPL5,,,
7068,OSBPL6,Osbpl6,True,True,OSBPL6,True,True,OSBPL6,OSBPL6,,,
7069,OSBPL7,Osbpl7,True,True,OSBPL7,True,True,OSBPL7,OSBPL7,,,
7070,OSBPL8,Osbpl8,True,True,OSBPL8,True,True,OSBPL8,OSBPL8,,,
7071,OSBPL9,Osbpl9,True,True,OSBPL9,True,True,OSBPL9,OSBPL9,,,
7074,OSGEPL1,Osgepl1,True,True,OSGEPL1,True,True,OSGEPL1,OSGEPL1,,,
7075,OSGIN2,Osgin2,True,True,OSGIN2,True,True,OSGIN2,OSGIN2,,,
7076,OSR1,Osr1,True,True,OSR1,True,True,OSR1,OSR1,,,
7077,OSR2,Osr2,True,True,OSR2,True,True,OSR2,OSR2,,,
7078,OST4,Ost4,True,True,OST4,True,True,OST4,OST4,,,
7079,OSTC,Ostc,True,True,OSTC,True,True,OSTC,OSTC,,,
7080,OSTF1,Ostf1,True,True,OSTF1,True,True,OSTF1,OSTF1,,,
7082,OSTN,Ostn,True,True,OSTN,True,True,OSTN,OSTN,,,
7083,OTC,Otc,True,True,OTC,True,True,OTC,OTC,,,
7084,OTOF,Otof,True,True,OTOF,True,True,OTOF,OTOF,,,
7085,OTOGL,Otogl,True,True,OTOGL,True,True,OTOGL,OTOGL,,,
7086,OTOL1,Otol1,True,True,OTOL1,True,True,OTOL1,OTOL1,,,
7087,OTOP1,Otop1,True,True,OTOP1,True,True,OTOP1,OTOP1,,,
7088,OTOP2,Otop2,True,True,OTOP2,True,True,OTOP2,OTOP2,,,
7089,OTOP3,Otop3,True,True,OTOP3,True,True,OTOP3,OTOP3,,,
7090,OTOR,Otor,True,True,CTAGE1,True,True,OTOR,CTAGE1,,,
7091,OTOS,Otos,True,True,OTOS,True,True,OTOS,OTOS,,,
7092,OTP,Otp,True,True,OTP,True,True,OTP,OTP,,,
7096,OTUD6B,Otud6b,True,True,OTUD6A,True,True,OTUD6B,OTUD6A,,,
7097,OTUD7A,Otud7a,True,True,OTUD7A,True,True,OTUD7A,OTUD7A,,,
7098,OTUD7B,Otud7b,True,True,OTUD7B,True,True,OTUD7B,OTUD7B,,,
7100,OTULINL,Otulinl,True,True,FAM105A,True,True,OTULINL,FAM105A,,,
7101,OTX1,Otx1,True,True,OTX1,True,True,OTX1,OTX1,,,
7102,OTX2,Otx2,True,True,OTX2,True,True,OTX2,OTX2,,,
7103,OVCH2,Ovch2,True,True,OVCH2,True,True,OVCH2,OVCH2,,,
7104,OVOL2,Ovol2,True,True,OVOL2,True,True,OVOL2,OVOL2,,,
7106,OXLD1,Oxld1,True,True,OXLD1,True,True,OXLD1,OXLD1,,,
7108,OXR1,Oxr1,True,True,OXR1,True,True,OXR1,OXR1,,,
7109,OXSM,Oxsm,True,True,OXSM,True,True,OXSM,OXSM,,,
7110,OXSR1,Oxsr1,True,True,OXSR1,True,True,OXSR1,OXSR1,,,
7111,OXTR,Oxtr,True,True,OXTR,True,True,OXTR,OXTR,,,
7112,P2RX1,P2rx1,True,True,P2RX1,True,True,P2RX1,P2RX1,,,
7113,P2RX2,P2rx2,True,True,P2RX2,True,True,P2RX2,P2RX2,,,
7114,P2RX3,P2rx3,True,True,P2RX3,False,True,P2RX3,P2RX3,,,
